Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
146075,1.001,,1,.07,.376,.583,.042,,29,,,.028,560,亚洲,.04,巴基斯坦,.351,66,2006/12/1,24,.21,.079,65,,79345,.416,.11
67693,1,,1,.06,.367,.598,.035,,55,,,.027,195,亚洲,.04,菲律宾,.463,71,2006/12/1,47,.49,.027,64,,38456,.476,.098
30799,1,,1,.59,.188,.729,.083,,1167,,,.01,80,亚洲,.04,新加坡,1,83,2006/12/1,6,1.04,.002,78,,23509,.238,.053
11738,1,,1,.03,.253,.675,.072,,57,,,.019,256,亚洲,.04,斯里兰卡,.184,77,2006/12/1,48,.27,.011,70,,9083,.598,.129
2655,1,,1,.04,.376,.587,.037,,19,,,.03,224,亚洲,.05,塔吉克斯坦,.265,70,2006/12/1,80,.31,.052,63,,2414,.799,.144
261211,1,,1,.17,.218,.703,.079,,110,,,.012,264,亚洲,.04,泰国,.388,76,2006/12/1,33,.61,.015,69,,101043,.374,.074
180,1,,1,0,.478,.494,.028,,46,,,.038,640,亚洲,.11,东帝汶,.269,65,2006/12/1,167,.05,.062,62,,59,.484,.165
46256,1,,1,.01,.319,.636,.045,,98,,,.022,,亚洲,.02,土库曼斯坦,.473,69,2006/12/1,,.05,.057,61,,19628,,
116530,1,,1,.06,.324,.629,.047,,35,,,.021,196,亚洲,.06,乌兹别克斯坦,.365,71,2006/12/1,29,.1,.045,64,,48872,1.121,
102456,1.001,,1,.17,.263,.672,.066,,46,,,.017,1050,亚洲,.07,越南,.279,80,2006/12/1,50,.22,.023,70,,42475,.399,.112
3865,1.001,,1,.1,.258,.654,.089,,168,,,.014,364,欧洲,.06,阿尔巴尼亚,.478,80,2006/12/1,39,.6,.017,73,,2068,.565,.129
546,,,1,.49,,,,,2631,,,.011,,欧洲,.06,安道尔,.898,,2006/12/1,,.84,.003,,,,,
71565,1.001,,1,.64,.158,.679,.164,,4016,,,.009,170,欧洲,.1,奥地利,.658,83,2006/12/1,25,1.12,.004,77,,33799,.524,
61829,1.001,,1,.16,.152,.702,.147,,243,,,.01,987,欧洲,.06,白俄罗斯,.728,76,2006/12/1,69,.62,.007,64,,28621,1.373,.088
106834,1,,1,.6,.17,.658,.172,,3608,,,.012,156,欧洲,.1,比利时,.974,82,2006/12/1,27,.93,.004,77,,58111,.593,.075
27169,1,,1,.25,.186,.678,.136,,275,,,.008,368,欧洲,.09,波斯尼亚和黑塞哥维那,.392,78,2006/12/1,63,.49,.007,73,,5301,.427,.08
48943,1.001,,1,.27,.135,.69,.176,,297,,,.01,616,欧洲,.07,保加利亚,.709,76,2006/12/1,32,1.08,.013,69,,20459,.416,.089
23175,1,,1,.38,.158,.67,.172,,790,,,.009,196,欧洲,.07,克罗地亚,.566,79,2006/12/1,25,1,.006,73,,8944,.214,.099
7789,1.001,,1,.36,.195,.697,.109,,1494,,,.012,,欧洲,.06,塞浦路斯,.681,81,2006/12/1,,.83,.004,77,,2308,,.067
122764,1,,1,.48,.145,.712,.143,,969,,,.01,930,欧洲,.07,捷克共和国,.735,80,2006/12/1,24,1.21,.004,74,,45904,.482,.056
55005,1,,1,.87,.186,.66,.154,,5017,,,.012,135,欧洲,.1,丹麦,.861,80,2006/12/1,6,1.07,.004,76,,20252,.315,
16190,1,,1,.64,.151,.679,.17,,620,,,.011,81,欧洲,.05,爱沙尼亚,.686,78,2006/12/1,35,1.26,.005,67,,5038,.491,.05
766,,,1,.69,,,,,,,,,,欧洲,,法罗群岛,.401,82,2006/12/1,,1.01,,77,,,,
66197,1,,1,.8,.172,.667,.161,,3302,,,.011,269,欧洲,.08,芬兰,.83,83,2006/12/1,14,1.08,.003,76,,37334,.477,
382582,1.001,,1,.47,.185,.651,.165,,3907,,,.013,132,欧洲,.11,法国,.774,85,2006/12/1,7,.84,.004,77,,266793,.65,
808860,1,,1,.72,.141,.665,.194,,3746,,,.008,196,欧洲,.11,德国,.735,82,2006/12/1,24,1.02,.004,76,,340492,.474,
97286,1,,1,.32,.144,.669,.187,,2293,,,.01,264,欧洲,.1,希腊,.748,82,2006/12/1,38,.99,.005,77,,30223,.495,
57235,1,,1,.47,.153,.688,.159,,922,,,.01,340,欧洲,.08,匈牙利,.669,77,2006/12/1,38,.99,.007,69,,27330,.557,.081
2277,1,,1,.9,.218,.664,.118,,5205,,,.015,140,欧洲,.09,冰岛,.932,83,2006/12/1,5,1,.002,80,,4159,.265,.179
43458,1,,1,.55,.206,.683,.111,,3982,,,.015,76,欧洲,.08,爱尔兰,.608,82,2006/12/1,13,1.11,.004,77,,14607,.253,
,,,1,,,,,,,,,,,欧洲,,马恩岛,.519,,2006/12/1,,,,,,,,
469347,1,,1,.38,.141,.661,.198,,2818,,,.01,340,欧洲,.09,意大利,.679,84,2006/12/1,13,1.36,.004,79,,181830,.754,.056
,,,1,,,,,,,,,.019,,欧洲,,科索沃,,71,2006/12/1,,,,67,,1966,,.146
7583,1,,1,.54,.144,.681,.175,,590,,,.01,320,欧洲,.07,拉脱维亚,.68,77,2006/12/1,16,.99,.01,66,,4688,.364,.073
,,,1,.64,,,,,,,,.01,,欧洲,,列支敦士登,.147,83,2006/12/1,,.82,,79,,,,
14294,1.001,,1,.44,.163,.685,.153,,552,,,.01,166,欧洲,.06,立陶宛,.667,77,2006/12/1,26,1.46,.008,65,,8718,.476,.051
11357,1,,1,.73,.184,.672,.144,,7029,,,.012,59,欧洲,.08,卢森堡,.87,82,2006/12/1,26,1.53,.003,77,,4329,.204,
10939,.999,,1,.29,.192,.694,.113,,246,,,.011,192,欧洲,.08,马其顿（前南斯拉夫）,.574,77,2006/12/1,18,.6,.012,72,,2924,.203,.113
2574,1,,1,.4,.168,.696,.136,,1445,,,.009,,欧洲,.09,马耳他,.939,82,2006/12/1,,.83,.006,77,,834,,.057
4994,1,,1,.2,.182,.705,.113,,101,,,.012,232,欧洲,.11,摩尔多瓦,.452,72,2006/12/1,30,.37,.018,64,,3441,.459,.181
,,,1,.62,,,,,5115,,,,,欧洲,.04,摩纳哥,1,,2006/12/1,,.53,.004,,,,,
2384,1,,1,.29,.2,.671,.129,,361,,,.013,372,欧洲,.08,蒙特内格罗,.624,76,2006/12/1,24,1.04,.009,71,,1118,.304,.112
167201,1,,1,.84,.183,.675,.142,,4459,,,.011,250,欧洲,.11,荷兰,.836,82,2006/12/1,8,1.06,.004,78,,76830,.446,.035
44257,1,,1,.83,.195,.658,.147,,6778,,,.013,87,欧洲,.09,挪威,.779,83,2006/12/1,7,1.04,.003,78,,27129,.411,.047
320004,1,,1,.45,.16,.707,.133,,554,,,.01,418,欧洲,.06,波兰,.613,80,2006/12/1,31,.96,.006,71,,97241,.432,.055
59108,1,,1,.38,.155,.672,.173,,1915,,,.01,328,欧洲,.1,葡萄牙,.581,82,2006/12/1,7,1.16,.004,75,,24698,.438,
102595,1.001,,1,.25,.152,.7,.149,,289,,,.01,193,欧洲,.05,罗马尼亚,.533,76,2006/12/1,11,.73,.017,69,,39936,.482,.14
1669618,1,,1,.18,.149,.713,.138,,365,,,.01,448,欧洲,.05,俄罗斯,.735,73,2006/12/1,29,1.05,.013,60,,670673,.512,.104
,,,1,.5,,,,,3444,,,.01,,欧洲,.05,圣马力诺,.94,85,2006/12/1,,.58,.004,79,,,,.067
53766,1,,1,.27,.178,.682,.14,,371,,,.01,279,欧洲,.09,塞尔维亚,.548,76,2006/12/1,23,.82,.007,71,,17064,.358,.166
38929,1,,1,.56,.163,.719,.118,,761,,,.01,325,欧洲,.07,斯洛伐克,.554,78,2006/12/1,27,.91,.008,70,,18640,.473,.077
16245,1,,1,.54,.14,.702,.158,,1610,,,.009,260,欧洲,.08,斯洛文尼亚,.504,82,2006/12/1,60,.91,.003,75,,7321,.392,.074
350037,1,,1,.5,.145,.687,.168,,2371,,,.011,298,欧洲,.08,西班牙,.775,84,2006/12/1,47,1.04,.005,78,,141748,.619,
49571,1.001,,1,.88,.172,.655,.174,,3947,,,.012,122,欧洲,.09,瑞典,.844,83,2006/12/1,16,1.06,.003,79,,50207,.541,
41877,1,,1,.76,.16,.68,.16,,5643,,,.01,63,欧洲,.1,瑞士,.735,84,2006/12/1,18,.99,.004,79,,27084,.276,.03
261571,1,,1,.18,.281,.652,.067,,422,,,.019,254,欧洲,.06,土耳其,.684,76,2006/12/1,6,.77,.024,69,,93035,.524,
326480,1,,1,.05,.143,.697,.16,,147,,,.01,2085,欧洲,.06,乌克兰,.68,74,2006/12/1,33,1.05,.012,62,,137333,.57,.152
542041,1,,1,.69,.178,.662,.16,,3423,,,.012,105,欧洲,.08,英国,.802,81,2006/12/1,13,1.16,.005,77,,218961,.346,.046
19497,1.001,,1,.28,.252,.727,.022,,599,,,.018,,中东,.04,巴林,.884,76,2006/12/1,,.95,.009,75,,8093,,.08
509889,1,,1,.09,.249,.701,.05,,174,,,.018,344,中东,.05,伊朗,.682,74,2006/12/1,28,.22,.021,70,,180242,.442,.14
99544,.999,,1,.01,.418,.547,.034,,58,,,.034,312,中东,.03,伊拉克,.688,72,2006/12/1,32,.33,.033,66,,21503,.278,.145
65977,1,,1,.28,.277,.622,.101,,1524,,,.021,230,中东,.07,以色列,.916,83,2006/12/1,20,1.24,.004,88,,20380,.382,.081
20733,1,,1,.14,.374,.594,.032,,224,,,.03,136,中东,.08,约旦,.814,74,2006/12/1,16,.8,.02,71,,6853,.311,.082
73769,1.001,,1,.29,.255,.715,.031,,943,,,.021,98,中东,.02,科威特,.982,75,2006/12/1,35,.49,.01,73,,25780,.107,.086
14499,1,,1,.15,.274,.65,.076,,443,,,.014,180,中东,.08,黎巴嫩,.867,80,2006/12/1,46,.27,.011,76,,4774,.354,.103
39604,1,,1,.08,.34,.635,.025,,346,,,.022,52,中东,.02,阿曼,.73,77,2006/12/1,35,.71,.011,73,,15183,.203,.074
56736,1.001,,1,.29,.21,.778,.013,,1625,,,.014,,中东,.03,卡塔尔,.978,78,2006/12/1,,.95,.009,77,,19606,,.072
432739,.999,,1,.2,.335,.634,.03,,537,,,.023,79,中东,.04,沙特阿拉伯,.812,76,2006/12/1,42,.78,.016,72,,158214,.145,
53590,.999,,1,.08,.38,.585,.034,,66,,,.027,336,中东,.04,叙利亚,.542,77,2006/12/1,43,.25,.015,73,,21630,.433,.08
123875,1,,1,.52,.18,.813,.007,,1109,,,.016,12,中东,.02,阿拉伯联合酋长国,.826,77,2006/12/1,19,1.13,.008,75,,45911,.144,
20796,.999,,1,.01,.449,.524,.026,,52,,,.035,248,中东,.05,也门,.295,63,2006/12/1,63,.14,.054,60,,7054,.479,.18
,,,1,,,,,,,,,.022,,大洋洲,,美属萨摩亚,.88,,2006/12/1,,,,,,,,
371214,.999,,1,.66,.195,.674,.13,,3330,,,.013,107,大洋洲,.09,澳大利亚,.882,84,2006/12/1,3,.95,.005,79,,115020,.511,.094
1360,.999,,1,.1,.3,.657,.042,,144,,,.023,140,大洋洲,.04,斐济,.503,72,2006/12/1,46,.34,.02,66,,559,.415,.073
851,1,,1,.25,.269,.678,.053,,,,,.018,,大洋洲,,法属波利尼西亚,.566,77,2006/12/1,,.59,,72,,,,
,1,,1,.44,.292,.642,.066,,,,,.019,,大洋洲,,关岛,.937,80,2006/12/1,,,,74,,,,
70,1.001,,1,.05,.364,.6,.037,,124,,,.024,120,大洋洲,.11,基里巴斯,.436,69,2006/12/1,31,.01,.05,64,,10,.318,
92,,,1,.04,,,,,547,,,.035,128,大洋洲,.2,马绍尔群岛,.702,,2006/12/1,17,,.033,,,30,.648,
103,1,,1,.13,.385,.575,.04,,285,,,.025,128,大洋洲,.12,密克罗尼西亚联邦,.223,69,2006/12/1,16,.18,.036,67,,,.596,.156
2780,1,,1,.34,.262,.664,.074,,,,,.018,,大洋洲,,新喀里多尼亚,.646,80,2006/12/1,,.67,,73,,,,
33553,1,,1,.69,.213,.666,.121,,2295,,,.014,172,大洋洲,.09,新西兰,.861,82,2006/12/1,12,.91,.005,78,,16965,.354,.082
4595,1,,1,.02,.399,.575,.026,,31,,,.032,207,大洋洲,.04,巴布亚新几内亚,.131,63,2006/12/1,51,.02,.055,59,,,.415,.106
158,1,,1,.05,.393,.558,.049,,129,,,.029,224,大洋洲,.05,萨摩亚,.21,75,2006/12/1,35,.25,.016,68,,57,.202,.117
180,.999,,1,.02,.412,.557,.03,,63,,,.034,80,大洋洲,.07,所罗门群岛,.183,67,2006/12/1,56,.02,.029,65,,59,.261,.139
176,1,,1,.06,.38,.56,.06,,159,,,.029,164,大洋洲,.06,汤加,.232,74,2006/12/1,32,.3,.013,69,,57,.275,.12
48,1,,1,.06,.394,.572,.034,,64,,,.029,120,大洋洲,.03,瓦努阿图,.234,72,2006/12/1,47,.07,.017,68,,31,.084,.083
425,1,,1,.3,.28,.647,.073,,607,,,.018,184,美洲,.05,安提瓜和巴布达,.286,77,2006/12/1,21,1.32,.01,72,,143,.476,.109
174238,1,,1,.21,.26,.637,.103,,454,,,.018,453,美洲,.08,阿根廷,.903,79,2006/12/1,30,.81,.015,71,,73128,1.076,.086
2274,1,,1,.28,.213,.698,.089,,,,,.012,,美洲,,阿鲁巴,.445,77,2006/12/1,,1.08,,72,,,,.113
1522,1.001,,1,.26,.249,.688,.064,,1645,,,.015,,美洲,.07,巴哈马,.823,77,2006/12/1,,.75,.012,71,,706,,.055
1371,1,,1,.55,.203,.69,.107,,826,,,.013,,美洲,.07,巴巴多斯,.328,77,2006/12/1,,.86,.014,72,,398,,.103
407,.999,,1,.1,.374,.585,.04,,192,,,.026,147,美洲,.04,伯利兹,.46,75,2006/12/1,45,.42,.018,69,,172,.348,.142
521,,,1,.7,,,,,,,,.013,,美洲,,百慕大,1,82,2006/12/1,,.93,,76,,,,
14910,1,,1,.06,.379,.576,.045,,58,,,.028,1080,美洲,.05,玻利维亚,.647,67,2006/12/1,50,.3,.042,63,,6439,.8,.119
347668,1,,1,.28,.272,.665,.063,,491,,,.017,2600,美洲,.09,巴西,.831,76,2006/12/1,149,.53,.019,68,,222818,.69,.508
550233,1.001,,1,.72,.174,.694,.133,,3904,,,.011,119,美洲,.1,加拿大,.802,83,2006/12/1,3,.58,.005,78,,268302,.45,.058
517,,,1,.45,,,,,,,,,,美洲,,开曼群岛,1,,2006/12/1,,1.85,,,,,,
64393,1,,1,.35,.243,.675,.082,,587,,,.015,316,美洲,.06,智利,.877,81,2006/12/1,27,.75,.008,75,,29507,.251,.08
62940,1.001,,1,.15,.304,.645,.052,,227,,,.021,456,美洲,.06,哥伦比亚,.739,76,2006/12/1,43,.68,.018,69,,28568,.84,.129
7437,1,,1,.25,.272,.668,.06,,410,,,.017,402,美洲,.08,哥斯达黎加,.669,81,2006/12/1,77,.33,.009,76,,4182,.552,.222
27407,1,,1,.11,.19,.698,.112,,360,,,.011,,美洲,.08,古巴,.762,80,2006/12/1,,.01,.005,76,,10847,,
,1,,1,,.206,.67,.124,,,,,.014,,美洲,,库拉索,.904,79,2006/12/1,,,,71,,,,
110,,,1,.39,,,,,271,,,.015,147,美洲,.05,多米尼克,.669,,2006/12/1,14,1.01,.012,,,42,.37,.095
20693,1,,1,.15,.327,.616,.057,,197,,,.023,286,美洲,.05,多米尼加共和国,.687,75,2006/12/1,72,.49,.028,69,,7068,.358,.195
29688,1,,1,.07,.323,.62,.057,,216,,,.023,600,美洲,.07,厄瓜多尔,.619,78,2006/12/1,65,.61,.023,72,,10255,.353,.098
6846,1,,1,.06,.35,.586,.064,,203,,,.021,320,美洲,.07,萨尔瓦多,.622,76,2006/12/1,26,.63,.019,66,,4735,.347,
627,,,1,.59,,,,,,,,.015,,美洲,,格陵兰,.832,72,2006/12/1,,.95,,67,,,,
231,1,,1,.21,.293,.631,.076,,435,,,.019,140,美洲,.06,格林纳达,.359,74,2006/12/1,20,.45,.013,69,,81,.453,.099
12526,1,,1,.07,.429,.528,.043,,171,,,.034,344,美洲,.07,危地马拉,.476,73,2006/12/1,30,.55,.032,66,,7940,.387,.128
1291,1,,1,,.369,.594,.037,,79,,,.022,288,美洲,.04,圭亚那,.283,68,2006/12/1,41,.52,.035,62,,500,.39,.145
2112,1,,1,.07,.377,.581,.042,,30,,,.028,184,美洲,.06,海地,.458,62,2006/12/1,202,.13,.064,58,,2645,.404,.264
7008,1,,1,.08,.392,.566,.042,,118,,,.028,424,美洲,.08,洪都拉斯,.492,74,2006/12/1,44,.32,.025,69,,3993,.44,.174
12020,1,,1,.16,.308,.615,.077,,187,,,.016,414,美洲,.04,牙买加,.53,75,2006/12/1,8,.84,.018,69,,4176,.499,.176
441796,1,,1,.2,.319,.627,.054,,515,,,.021,560,美洲,.06,墨西哥,.766,78,2006/12/1,25,.49,.016,73,,172307,.531,.075
4466,1,,1,.03,.371,.587,.042,,78,,,.025,240,美洲,.06,尼加拉瓜,.562,75,2006/12/1,39,.33,.025,69,,2824,.635,.116
7371,1,,1,.17,.305,.633,.062,,350,,,.022,560,美洲,.07,巴拿马,.64,79,2006/12/1,18,.63,.019,73,,3093,.441,.084
3986,.999,,1,.08,.353,.598,.048,,101,,,.025,328,美洲,.06,巴拉圭,.576,74,2006/12/1,74,.54,.023,69,,4076,.448,.301
35064,1,,1,.21,.316,.629,.055,,149,,,.022,424,美洲,.05,秘鲁,.754,75,2006/12/1,72,.33,.02,70,,13248,.383,.239
,1,,1,.25,.219,.658,.123,,,,,.012,140,美洲,,波多黎各,.941,83,2006/12/1,7,.59,,74,,,.576,
,,,1,,,,,,,,,,,美洲,,圣马丁（荷属）,1,,2006/12/1,,,,,,,,
235,,,1,.49,,,,,517,,,,172,美洲,.04,圣基茨和尼维斯,.32,,2006/12/1,19,1.02,.01,,,79,.523,.093
367,1,,1,.25,.277,.649,.074,,393,,,.017,71,美洲,.07,圣卢西亚,.221,76,2006/12/1,20,.63,.015,71,,119,.34,.108
,,,1,,,,,,,,,.018,,美洲,,圣马丁（法属）,,81,2006/12/1,,,,75,,,,
202,1,,1,.12,.281,.648,.071,,218,,,.018,76,美洲,.04,圣文森特和格林纳丁斯,.474,74,2006/12/1,12,.81,.019,69,,70,.45,.097
2442,1,,1,.1,.297,.641,.062,,323,,,.02,199,美洲,.06,苏里南,.666,73,2006/12/1,694,.63,.025,66,,714,.279,.156
32152,1,,1,.3,.214,.712,.074,,625,,,.015,210,美洲,.04,特立尼达和多巴哥,.097,73,2006/12/1,43,1.17,.023,66,,19585,.372,.109
143,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.883,,2006/12/1,,,,,,,,
5737616,1,,1,.69,.204,.672,.124,,7110,,,.014,325,美洲,.16,美国,.801,80,2006/12/1,6,.76,.007,75,,2296686,.474,.08
6648,.999,,1,.29,.235,.628,.136,,491,,,.015,304,美洲,.08,乌拉圭,.936,80,2006/12/1,43,.7,.012,72,,3183,.713,.093
171825,1,,1,.15,.309,.64,.051,,387,,,.022,864,美洲,.06,委内瑞拉,.886,76,2006/12/1,141,.69,.015,71,,63705,.498,.155
,1,,1,.27,.219,.67,.111,,,,,.013,,美洲,,维尔京群岛（美属）,.939,82,2006/12/1,,,,76,,,,
112339,1,,1,.1,.277,.677,.046,,135,,,.023,451,非洲,.04,阿尔及利亚,.653,72,2007/12/1,25,.79,.026,69,,36793,.742,.08
25152,1,,1,.03,.479,.497,.024,,115,,,.048,272,非洲,.03,安哥拉,.377,51,2007/12/1,119,.28,.117,48,,10697,.521,.177
4499,1,,1,.02,.441,.531,.028,,29,,,.039,270,非洲,.05,贝宁,.407,59,2007/12/1,31,.24,.069,57,,3206,.732,
4701,1,,1,.05,.351,.616,.033,,269,,,.025,140,非洲,.05,博茨瓦纳,.555,46,2007/12/1,107,.6,.043,46,,2033,.171,.162
1646,.999,,1,.01,.463,.511,.025,,32,,,.044,270,非洲,.08,布基纳法索,.232,54,2007/12/1,18,.13,.079,53,,,.476,
191,1,,1,.01,.445,.529,.026,,16,,,.044,140,非洲,.1,布隆迪,.099,53,2007/12/1,13,.03,.069,50,,,2.797,.168
5834,1,,1,.03,.439,.528,.033,,50,,,.04,654,非洲,.05,喀麦隆,.497,53,2007/12/1,38,.24,.073,52,,6340,.508,.15
235,1,,1,0,.415,.546,.039,,18,,,.036,504,非洲,.04,中非共和国,.383,48,2007/12/1,22,.08,.108,45,,,2.038,.15
462,1,,1,.01,.492,.482,.026,,27,,,.049,732,非洲,.04,乍得,.219,49,2007/12/1,64,.09,.099,48,,,.74,.15
121,1,,1,.03,.418,.552,.03,,36,,,.039,100,非洲,.05,科摩罗,.279,61,2007/12/1,22,.1,.068,58,,41,2.179,.105
2604,1,,1,0,.46,.512,.028,,10,,,.045,308,非洲,.06,刚果（金）,.384,50,2007/12/1,133,.12,.1,47,,21459,2.881,.47
1437,1,,1,.03,.422,.543,.035,,57,,,.039,606,非洲,.03,刚果（布）,.619,57,2007/12/1,37,.34,.053,54,,1209,.649,.15
6883,1,,1,.02,.422,.548,.03,,72,,,.036,270,非洲,.07,科特迪瓦,.483,49,2007/12/1,40,.42,.084,47,,10233,.446,
488,1,,1,.02,.357,.608,.035,,78,,,.029,66,非洲,.08,吉布提,.769,60,2007/12/1,37,.09,.067,57,,143,.378,.112
192382,.999,,1,.16,.319,.626,.054,,85,,,.024,711,非洲,.05,埃及,.431,72,2007/12/1,10,.41,.023,68,,71189,.451,.125
4796,1,,1,.02,.4,.569,.031,,380,,,.038,492,非洲,.02,赤道几内亚,.39,51,2007/12/1,135,.24,.082,49,,1759,.441,.15
579,1,,1,0,.431,.549,.02,,8,,,.04,216,非洲,.03,厄立特里亚,.195,62,2007/12/1,84,.02,.044,57,,721,.845,
5915,1,,1,0,.457,.511,.032,,11,,,.037,198,非洲,.05,埃塞俄比亚,.161,60,2007/12/1,18,.02,.061,58,,30536,.303,.075
2332,1,,1,.06,.391,.554,.055,,262,,,.033,488,非洲,.03,加蓬,.844,62,2007/12/1,57,.81,.048,60,,1832,.447,.15
396,.999,,1,.06,.46,.514,.025,,21,,,.044,376,非洲,.04,冈比亚,.54,59,2007/12/1,32,.52,.055,56,,133,2.921,.279
9578,1,,1,.04,.397,.568,.035,,66,,,.033,304,非洲,.06,加纳,.487,61,2007/12/1,15,.34,.057,59,,9064,.327,
1210,.999,,1,.01,.433,.534,.032,,26,,,.039,416,非洲,.06,几内亚,.336,55,2007/12/1,40,.2,.079,53,,,.807,
231,1,,1,.02,.425,.546,.029,,29,,,.04,208,非洲,.06,几内亚比绍,.426,54,2007/12/1,259,.2,.091,52,,95,.459,
9831,1,,1,.08,.426,.547,.027,,32,,,.038,432,非洲,.04,肯尼亚,.224,58,2007/12/1,44,.3,.058,55,,17230,.493,.133
7,1,,1,.03,.389,.566,.045,,69,,,.028,342,非洲,.09,莱索托,.233,45,2007/12/1,73,.25,.082,45,,19,.224,.141
678,.999,,1,.01,.434,.535,.03,,21,,,.039,158,非洲,.1,利比里亚,.467,58,2007/12/1,68,.16,.072,56,,,.429,.15
54209,1,,1,.05,.3,.656,.044,,276,,,.023,,非洲,.03,利比亚,.772,76,2007/12/1,,.78,.017,72,,17525,,.06
1815,1,,1,.01,.443,.528,.029,,19,,,.037,238,非洲,.05,马达加斯加,.3,63,2007/12/1,7,.11,.049,61,,,.465,.45
953,1,,1,.01,.461,.509,.03,,18,,,.042,370,非洲,.07,马拉维,.152,51,2007/12/1,39,.08,.064,51,,,.33,.277
579,1,,1,.01,.464,.506,.03,,39,,,.048,270,非洲,.07,马里,.336,52,2007/12/1,25,.2,.09,53,,,.514,
1914,.999,,1,.01,.411,.557,.031,,37,,,.036,696,非洲,.04,毛里塔尼亚,.546,62,2007/12/1,65,.43,.073,59,,,.947,.235
3887,1,,1,.2,.23,.7,.07,,316,,,.014,161,非洲,.05,毛里求斯,.412,76,2007/12/1,7,.76,.014,69,,1194,.242,.219
50267,.999,,1,.22,.295,.654,.05,,134,,,.02,358,非洲,.06,摩洛哥,.562,71,2007/12/1,12,.65,.033,68,,14457,.444,
2391,1,,1,.01,.451,.517,.032,,22,,,.043,230,非洲,.06,莫桑比克,.304,49,2007/12/1,29,.14,.082,47,,9144,.375,.195
2409,1,,1,.05,.391,.575,.034,,294,,,.028,339,非洲,.07,纳米比亚,.386,62,2007/12/1,99,.39,.042,56,,1345,.258,.129
821,1,,1,0,.494,.481,.025,,22,,,.051,270,非洲,.07,尼日尔,.17,55,2007/12/1,23,.06,.075,55,,,.424,
95210,1,,1,.07,.437,.536,.027,,81,,,.042,1120,非洲,.07,尼日利亚,.408,50,2007/12/1,27,.27,.091,49,,107683,.322,.169
557,1.001,,1,.02,.445,.532,.024,,38,,,.038,168,非洲,.1,卢旺达,.211,60,2007/12/1,16,.06,.055,57,,,.335,.161
84,1,,1,.15,.417,.544,.039,,66,,,.038,424,非洲,.07,圣多美和普林西比,.597,67,2007/12/1,144,.18,.044,63,,44,.487,.324
5335,1,,1,.08,.439,.53,.031,,45,,,.039,696,非洲,.05,塞内加尔,.415,63,2007/12/1,59,.31,.052,60,,3000,.455,
653,1.001,,1,.38,.233,.693,.075,,393,,,.018,76,非洲,.03,塞舌尔群岛,.515,78,2007/12/1,39,.87,.012,69,,205,.484,.109
634,1,,1,0,.425,.55,.025,,56,,,.04,399,非洲,.14,塞拉利昂,.374,44,2007/12/1,26,.14,.122,43,,,2.352,.25
605,1,,1,.01,.478,.493,.029,,,,,.046,,非洲,,索马里,.36,55,2007/12/1,,.07,.104,51,,,,
443648,1.001,,1,.08,.303,.65,.048,,449,,,.022,350,非洲,.08,南非,.606,53,2007/12/1,31,.85,.047,51,,136604,.365,.132
,1,,1,,.436,.531,.033,,,,,.039,,非洲,,南苏丹,.174,53,2007/12/1,,,.079,51,,,,
12541,1,,1,.09,.428,.541,.031,,85,,,.036,180,非洲,.06,苏丹,.329,62,2007/12/1,39,.2,.059,59,,15294,.361,
1063,1,,1,.04,.406,.562,.032,,190,,,.031,104,非洲,.07,斯威士兰,.218,47,2007/12/1,60,.34,.075,47,,423,.363,.132
6150,.999,,1,.02,.447,.522,.03,,23,,,.042,172,非洲,.06,坦桑尼亚,.261,57,2007/12/1,26,.2,.05,55,,18306,.439,.161
1316,1.001,,1,.02,.425,.548,.028,,28,,,.038,270,非洲,.07,多哥,.361,55,2007/12/1,62,.2,.065,54,,2458,.526,
23869,1,,1,.17,.246,.686,.068,,217,,,.017,268,非洲,.06,突尼斯,.654,76,2007/12/1,11,.76,.018,72,,9039,.606,
3128,1,,1,.04,.492,.483,.025,,37,,,.046,237,非洲,.09,乌干达,.136,55,2007/12/1,28,.14,.061,54,,,.368,.191
1654,1,,1,.05,.469,.504,.027,,57,,,.044,183,非洲,.06,赞比亚,.375,51,2007/12/1,33,.22,.07,49,,7399,.15,.189
10213,.999,,1,.11,.415,.546,.038,,,,,.032,256,非洲,,津巴布韦,.337,46,2007/12/1,97,.1,.058,47,,9438,.514,
1991,1,,1,.02,.492,.487,.021,,30,,,.042,275,亚洲,.1,阿富汗,.236,59,2007/12/1,9,.18,.08,57,,,.363,.181
5068,1.001,,1,.06,.211,.676,.114,,133,,,.014,581,亚洲,.04,亚美尼亚,.641,77,2007/12/1,17,.63,.019,70,,2853,.388,.175
41426,.999,,1,.15,.243,.693,.063,,192,,,.018,952,亚洲,.05,阿塞拜疆,.528,73,2007/12/1,36,.52,.039,67,,12113,.409,.191
48467,1,,1,.02,.333,.623,.044,,16,,,.022,400,亚洲,.04,孟加拉国,.282,69,2007/12/1,74,.24,.046,68,,26626,.37,.16
